Geneid,chr,length,logFC,AveExpr,t,P.Value,adj.P.Val,B,FC
FAU,chr11,1846,-2.77118496513095,-0.0781527017639256,-1.75113051856635,0.0987365570130449,0.999990905452192,-4.58378227508398,0.146484003825553
FAM25A,chr10,345,-2.76496521637432,-0.108743745595508,-2.46680262189624,0.0250850803512931,0.999990905452192,-4.57101954182553,0.147116889123098
CHPF,chr2,3354,-2.73703896105735,0.50890293910155,-2.87400553432578,0.0108729473116868,0.999990905452192,-4.56133457789892,0.149992372085895
LCN2,chr9,1598,-2.71004418806256,2.87505252372255,-1.72185444503649,0.104035470587473,0.999990905452192,-4.57905473070837,0.152825353777894
COL1A2,chr7,11156,-2.68958672699499,4.56185868818739,-1.84613624029328,0.0831326127819007,0.999990905452192,-4.57009236337899,0.155007859532362
S100A9,chr1,577,-2.67123096037374,0.792845891427157,-1.96446363510599,0.0667796457280881,0.999990905452192,-4.57834563270845,0.156992662749189
IVL,chr1,2153,-2.6664444358116,0.438685204116285,-2.81346253829064,0.0123328302338618,0.999990905452192,-4.56274344661364,0.157514392679013
IGKC,chr2,523,-2.64719678022249,2.8484430712428,-1.00752116489447,0.328423311491146,0.999990905452192,-4.59507124266954,0.159629945264027
TMSB10,chr2,496,-2.64446235960312,1.15877129159225,-1.68203663943259,0.111637765127552,0.999990905452192,-4.58326541473005,0.159932787735907
AL008726.1,chr20,569,-2.64351429362317,0.755974721443354,-1.61545309629504,0.125421179372667,0.999990905452192,-4.58512939806917,0.160037921989841
RPS15,chr19,2137,-2.64126880278791,0.84563868115742,-1.68021797573185,0.111996172566432,0.999990905452192,-4.58379245786131,0.160287207867244
IGFBP6,chr12,1346,-2.63896572585173,0.17639228639689,-2.61981534759597,0.0183852767411307,0.999990905452192,-4.56733160024583,0.16054329011001
C3AR1,chr12,2145,-2.63431713647308,0.987146187241661,-3.0106551144308,0.00816837203654345,0.999990905452192,-4.55645495473079,0.161061420034862
GAPDH,chr12,2981,-2.63362591076545,2.71364262539936,-1.33354190240083,0.200710395596121,0.999990905452192,-4.5885872350856,0.161138606457057
TRAPPC2L,chr16,4463,-2.62399240980045,0.980644998197623,-2.54805146162986,0.0212820922020406,0.999990905452192,-4.56585579061768,0.162218199315445
CEACAM5,chr19,3351,-2.60182956504738,6.06529688700178,-2.33778464627006,0.0324698650629196,0.999990905452192,-4.54386963480926,0.164729453379514
FADD,chr11,1841,-2.58619816347808,-0.137522694296377,-2.38615648760185,0.0294893463499273,0.999990905452192,-4.57256057688272,0.166523978422009
MYL6,chr12,4609,-2.57586095069954,2.32449435529886,-1.71115081438282,0.106033620513036,0.999990905452192,-4.5805617046216,0.16772144259741
S100A4,chr1,1025,-2.57232172814981,0.837513386901381,-2.04705639088956,0.0571442654880818,0.999990905452192,-4.57660619748258,0.168133402301532
SAA1,chr11,796,-2.5700570564832,0.682105573259941,-2.31910382729566,0.0336946940607731,0.999990905452192,-4.57158248541659,0.168397537099705
LGALS3BP,chr17,3584,-2.56216231965152,1.73294062141153,-2.0222976054705,0.059891245811773,0.999990905452192,-4.57478603771536,0.169321570505488
LYPD3,chr19,2519,-2.55251607010286,1.09053929401748,-1.74283412245456,0.100213753988993,0.999990905452192,-4.58216958407241,0.170457493670425
GSTA2,chr6,1313,2.53853143397628,1.33741760029014,1.87195638051747,0.0792875696590798,0.999990905452192,-4.57905125990801,5.80997289850267
AC069234.2,chr12,907,-2.50949483539775,1.95896477806023,-1.8395572212084,0.08413838448684,0.999990905452192,-4.57834792588548,0.17561709162773
SFN,chr1,1320,-2.49901483241034,0.461077493612547,-1.5709878506734,0.135413299836363,0.999990905452192,-4.58626562834922,0.176897451341107
SYCP3,chr12,3829,2.48042324425201,1.59314397853847,1.32915666011781,0.202121254663039,0.999990905452192,-4.58958835165871,5.58061161242756
CYP26A1,chr10,2972,2.43129807848549,0.0930778121521951,2.50359419574427,0.0232893691919395,0.999990905452192,-4.57001281636881,5.39378523399639
COL3A1,chr2,6811,-2.42017857580993,4.18295401158102,-1.4415317721921,0.168391202477069,0.999990905452192,-4.58380465466001,0.186833028582967
MTND6P24,chr7,518,2.39814730263899,0.0370023036813178,1.69053174231321,0.109976700817176,0.999990905452192,-4.58479475525319,5.2712579875998
S100A2,chr1,1567,-2.39616820161201,2.84044212716876,-1.87040710245394,0.0795137475497759,0.999990905452192,-4.57519292362127,0.189968457626613
AEBP1,chr7,4955,-2.38867561330732,2.94144779688801,-1.99877006723862,0.062612001061137,0.999990905452192,-4.571395847872,0.190957618803855
AC058791.1,chr7,3198,-2.38324670605275,-0.395437112870846,-1.98890404500023,0.0637858191401347,0.999990905452192,-4.58016454437159,0.19167755210405
RPL18,chr19,4209,-2.36873624656353,1.98316647445063,-1.70296562152349,0.107584007403491,0.999990905452192,-4.58140120488499,0.193615150440178
GIMAP4,chr7,2193,-2.36825418457813,0.847640539775837,-2.13668576010908,0.0481326501686218,0.999990905452192,-4.57476821442331,0.193679855798072
KRT5,chr12,4292,-2.34209831650635,3.33782508814582,-1.074328670497,0.298338915678872,0.999990905452192,-4.59372599751637,0.197223269421412
AC131182.1,chr4,657,2.34193632842537,-0.0997047810894895,2.78644024329319,0.013044074738234,0.999990905452192,-4.56561108162105,5.0698263326385
CYBB,chrX,4423,-2.32691513690523,2.02413195362693,-2.1376904253989,0.0480394655695813,0.999990905452192,-4.57121458458364,0.199309842716444
RRAGA,chr9,1589,-2.32573520946895,0.431358621146923,-1.55159595154399,0.139977360083774,0.999990905452192,-4.58665075975446,0.199472917614625
AP006287.2,chr11,502,-2.32071154603327,0.176477504299246,-1.79877851054641,0.0906158225281842,0.999990905452192,-4.58260909284609,0.200168720608256
ERICH5,chr8,1761,2.31994951789968,2.65389804285481,3.17892903021987,0.00572905810325953,0.999990905452192,-4.5421267519526,4.99314747470238
SAA4,chr11,727,-2.30541356471744,-0.195075284913091,-2.45040647191181,0.0259268606573504,0.999990905452192,-4.57156487927708,0.202302553527614
SPP1,chr4,2321,-2.29023685425978,1.54919223739259,-2.0217046282413,0.0599584812466041,0.999990905452192,-4.57532094348884,0.204441947655475
LGALS9,chr17,5714,-2.28051381912847,2.94223550703068,-2.32637379430958,0.0332129825920744,0.999990905452192,-4.56215673857408,0.205824436419145
AC020656.1,chr12,599,2.28049776811206,3.16407890906779,0.978690116660766,0.342051564889083,0.999990905452192,-4.59562344759879,4.85845554465032
IFITM1,chr11,1080,-2.26704405775598,1.48079524099562,-1.91093182575956,0.0737828320997581,0.999990905452192,-4.57790838924854,0.207755120769839
TMED9,chr5,2440,-2.25736232547518,0.612929364879015,-2.07203005109454,0.0544899800021249,0.999990905452192,-4.57666763080402,0.209154026111115
RNASE1,chr14,1506,-2.24944586912373,1.04788115891969,-1.59143450665163,0.130737812421809,0.999990905452192,-4.58519212920015,0.210304865192869
SCGB3A2,chr5,1075,2.24459466310678,4.82068363182385,2.35360362418323,0.0314653947079431,0.999990905452192,-4.55108073452312,4.73903942507513
SEPHS2,chr16,2551,-2.23512649266684,0.355557119168875,-1.5205050822429,0.147564597157328,0.999990905452192,-4.58726237835373,0.212402625923271
LSM10,chr1,1496,-2.23395468767066,0.0605968454410692,-2.54342179647741,0.0214831900222776,0.999990905452192,-4.5691493989927,0.212575216497691
IGLL5,chr22,1335,-2.23329502775588,3.41405355944184,-1.6445329669409,0.119231888084358,0.999990905452192,-4.57965176590387,0.212672436914332
NCCRP1,chr19,1978,-2.2297355262209,1.26883745089615,-2.29956041184696,0.0350222084417989,0.999990905452192,-4.57009966399793,0.213197802622049
AC243967.1,chr19,716,-2.22571715704248,6.63060183877918,-2.37188472046345,0.0303408891509488,0.999990905452192,-4.53887242363933,0.213792454759837
CD93,chr20,6708,-2.22453759766217,2.7505187777431,-1.75299559293842,0.0984071037395341,0.999990905452192,-4.57840491488456,0.213967324714329
MT2A,chr16,1299,-2.21994175895397,-0.194283743063736,-1.77074926066316,0.0953188159292455,0.999990905452192,-4.58360547731271,0.214650024273768
MYL9,chr20,2821,-2.21535163372269,2.03484475278365,-1.69061124406419,0.109961257072017,0.999990905452192,-4.5815524032047,0.215334049318695
TRAPPC1,chr17,1171,-2.21530642868324,-0.629414687845552,-1.73411838664509,0.101786332176925,0.999990905452192,-4.58475931724198,0.215340796646734
PPBP,chr4,715,-2.20938949984031,-0.671947034725824,-1.16696576993191,0.260031187615202,0.999990905452192,-4.59311763750076,0.216225787972149
GPR17,chr2,2671,-2.2063165009171,0.442649101494178,-2.18978309887868,0.0434290820385504,0.999990905452192,-4.57480129311366,0.216686848530731
AC134775.1,chr11,464,-2.20128110572028,-0.52400728238272,-1.80865175986231,0.0890084650726829,0.999990905452192,-4.58340896792216,0.217444465508809
AC010967.3,chr2,213,2.19636452436046,-0.269202253633119,1.60882164615411,0.126870361375447,0.999990905452192,-4.58650385651699,4.58322948579171
C1orf147,chr1,2096,-2.18885782849562,0.419693607153506,-2.55707821434246,0.0208951392713076,0.999990905452192,-4.56778554089683,0.219324999670878
ACTB,chr7,3519,-2.18515057785748,6.20682155416735,-1.63585539724644,0.121050836941865,0.999990905452192,-4.5728042890089,0.219889317359285
CD68,chr17,2189,-2.16423632050328,1.58119757864448,-1.99112491865067,0.0635198686523356,0.999990905452192,-4.57590773702854,0.223100194971943
MIR7705,chr8,57,2.16192178523636,0.406947104251424,1.19718417838039,0.248374448249197,0.999990905452192,-4.59242005648444,4.47510578264673
EPS8L1,chr19,5341,-2.15996056495516,1.33876290960006,-2.18869050071788,0.0435214388792743,0.999990905452192,-4.57229767304384,0.223762384034329
ECM1,chr1,3360,-2.15711313950011,1.17436289054775,-2.24284888700089,0.0391555813423132,0.999990905452192,-4.57160544939326,0.224204456591174
AC023825.2,chr16,672,-2.14696427725972,-0.238648501971044,-2.20565072076168,0.0421080466247033,0.999990905452192,-4.57606270564719,0.225787218212401
SCGB2A2,chr11,1508,2.14092361674283,0.675057290610705,1.71072910952049,0.106113021294751,0.999990905452192,-4.58348823885336,4.41044313589068
TIMP1,chrX,1541,-2.13983609416814,2.75560892521281,-1.76194061297169,0.0968403353866865,0.999990905452192,-4.5781769251179,0.226905566302675
LINC00621,chr13,1177,2.13870486707976,1.73335774370163,2.15223790253061,0.0467086066447106,0.999990905452192,-4.57172315445211,4.40366543997291
FGFBP1,chr4,1359,-2.13108417926467,1.69982268879758,-2.07315374643312,0.0543732346551975,0.999990905452192,-4.5737391276966,0.228286241927209
MMP10,chr11,1758,-2.12852551038039,0.34883272799458,-1.38673351139735,0.184217039368494,0.999990905452192,-4.58948833852908,0.228691474607882
SYNGR2,chr17,4074,-2.12674311729162,1.42550332521974,-1.86366077946756,0.0805053371270396,0.999990905452192,-4.57905937782492,0.228974188552306
AC005722.2,chr17,3370,2.12543376711515,-0.519688015697408,2.03301014739963,0.0586883086524268,0.999990905452192,-4.57981854926051,4.3633426354859
AC011379.1,chr5,3025,2.12252135177854,-0.151674338563298,2.41279669585664,0.0279596180019611,0.999990905452192,-4.57240624723056,4.3545430989333
FTH1P7,chr13,552,-2.11835923296615,-0.674470173412311,-1.85807708148709,0.0813343318620802,0.999990905452192,-4.58279863736404,0.230308692241488
MUC7,chr4,2798,2.11571316881641,3.51896684585751,1.79996801609859,0.0904208282425253,0.999990905452192,-4.57505900354102,4.33404210382038
PFN1,chr17,1987,-2.10248976320872,2.05238028587217,-1.42090842417897,0.17421147649372,0.999990905452192,-4.58735882918154,0.232856044405614
UNC119,chr17,5128,-2.09765924734233,0.774466970904609,-1.9538604000787,0.0681174009906504,0.999990905452192,-4.57863330131241,0.233637013338036
AC005758.1,chr19,625,-2.09740961515508,0.315300051114344,-2.37596451076404,0.0300951350096414,0.999990905452192,-4.57158115368984,0.233677443479677
MMP9,chr20,2336,-2.09703870642356,1.15203951384506,-1.82777512178192,0.0859665132900165,0.999990905452192,-4.58038836855893,0.23373752835154
ENG,chr9,3935,-2.08052998800433,3.74266430859845,-2.1099368810778,0.0506754906503011,0.999990905452192,-4.56454053849948,0.236427541777451
AL161452.1,chr9,1117,-2.07856945228522,-0.251310234540996,-1.56883564545175,0.135913562872095,0.999990905452192,-4.58702708901545,0.236749050981576
AL355102.1,chr14,460,-2.07515948575589,0.48046035070366,-1.55634043067287,0.13884889733608,0.999990905452192,-4.5865327127947,0.237309294932698
MT-TH,chrM,69,2.07370896333939,7.29740623693066,2.36787067660105,0.0305845207446893,0.999990905452192,-4.53558411177436,4.20967531015114
COL4A2-AS2,chr13,1522,-2.07319646095121,0.0719488108950197,-2.55765758199392,0.0208705334503808,0.999990905452192,-4.56885438956748,0.237632413188306
AP003396.5,chr11,632,-2.0727255227173,0.366852311855869,-1.81661351820086,0.087730643300957,0.999990905452192,-4.58198999177666,0.237709996082263
SNX22,chr15,5767,-2.07090734129908,2.23031186912996,-1.39386445408821,0.182091660614014,0.999990905452192,-4.58772527785765,0.23800976307646
RASL11B,chr4,2472,-2.06680528638165,0.274300807740337,-2.12841659778152,0.0489059586174976,0.999990905452192,-4.57636621745031,0.238687465861621
TUBA1B,chr12,3574,-2.06074382770675,2.4976287252195,-1.32293812250621,0.204135481035419,0.999990905452192,-4.58894742750256,0.239692416853433
RPL19,chr17,1761,-2.05884382561505,3.98103448667232,-1.3847684600462,0.184806241786521,0.999990905452192,-4.5856522794047,0.240008295191789
RPL8,chr8,2159,-2.05695806449225,1.85266262123736,-1.30774991840358,0.209122200507963,0.999990905452192,-4.58979487304642,0.240322217556667
TPI1,chr12,2700,-2.05467950106609,1.589428050538,-1.84724951018659,0.0829634783917036,0.999990905452192,-4.57905227835917,0.240702077508679
AL356414.1,chr20,686,-2.05398761319402,0.664167163583463,-2.21290142495562,0.0415168545255478,0.999990905452192,-4.57376433123215,0.240817541126584
AC098851.1,chr7,570,2.05133529048296,1.990838225423,1.885634717389,0.0773153783164906,0.999990905452192,-4.57710900625207,4.14489423916292
AC008894.3,chr19,3103,-2.04698542750604,2.09194470411985,-1.39443224079274,0.181923290078426,0.999990905452192,-4.58784987636209,0.24198920101572
AL133415.1,chr10,706,-2.0463999440715,1.91723120429163,-0.856223272719499,0.404299398402554,0.999990905452192,-4.5973474859098,0.242087426501543
FAM45BP,chrX,1624,-2.04479624240151,-0.232760799737251,-1.44565366054112,0.167247277499129,0.999990905452192,-4.58895687021018,0.24235668082138
AP003064.2,chr11,510,2.04437594995531,3.26796062970494,1.46139758923852,0.162936617194327,0.999990905452192,-4.58465916552216,4.12494804978607
TMSB4X,chrX,1705,-2.04297475589426,1.56084610475171,-0.929112158468739,0.366401225663036,0.999990905452192,-4.59622728788337,0.242662863491079
AL035693.1,chr6,808,2.04026109053232,-0.658347468664336,2.32585514981737,0.0332471337663027,0.999990905452192,-4.57511423228854,4.11319962214393
ALDOA,chr16,3916,-2.03711013944204,2.88569302573984,-1.64283012912919,0.119586970391519,0.999990905452192,-4.58078104238449,0.243651305979267
ANXA8L1,chr10,2860,-2.03372917798088,0.899588155994745,-2.32022305568798,0.033620110534356,0.999990905452192,-4.57088822218304,0.244222973356871
PRR14,chr16,3860,-2.03205964289243,0.615302830203507,-2.09071184085469,0.0525784513580602,0.999990905452192,-4.57630068228571,0.244505759966248
ABHD1,chr2,4630,-2.03186935272576,0.252316848385256,-1.87334395115492,0.0790854850847505,0.999990905452192,-4.58117154779634,0.244538012181074
AC020913.3,chr19,125,-2.03181026525867,-1.27382118400202,-1.95965768233364,0.0673830309709854,0.999990905452192,-4.58198225463283,0.244548027761106
AC018462.2,chr2,395,2.03060399724727,0.114069498118301,2.23509270354082,0.0397548846864786,0.999990905452192,-4.57487643306172,4.08575868441251
SERPING1,chr11,3603,-2.02882452089618,3.45867420954869,-1.93104597290188,0.0710777536785124,0.999990905452192,-4.57121958348192,0.245054658718384
AC244205.1,chr2,705,-2.0231266878572,5.33113564348953,-1.32946904221894,0.202020491388101,0.999990905452192,-4.58553036026192,0.246024400337744
SLC6A8,chrX,5498,-2.01627839668701,1.25428672222668,-1.74194600146527,0.100373022678877,0.999990905452192,-4.58194761011078,0.247195023298835
AC109136.1,chr16,918,-2.01421287924899,-0.0347132000119791,-1.49187194201124,0.154853271427648,0.999990905452192,-4.58810198075782,0.247549187759021
DGKZP1,chr13,2776,-2.0105241094393,-1.13671614600254,-1.47446239266616,0.159429448047234,0.999990905452192,-4.58914097742458,0.248182946343446
GJB2,chr13,2546,-2.01011431269271,1.89241548373554,-1.95409087494599,0.0680880688050956,0.999990905452192,-4.57590682006128,0.248253452588367
BHLHE40,chr3,3837,-2.00929446975353,2.65142368680209,-1.30696256984406,0.209383320080257,0.999990905452192,-4.58913822736271,0.24839456812233
GLMP,chr1,3471,-2.00351988100985,0.743355866679805,-1.72219284161153,0.103972835740341,0.999990905452192,-4.58317211141476,0.249390794571088
SULT1E1,chr4,2091,2.0029169271968,0.919753295547547,1.51036888275544,0.150111364629226,0.999990905452192,-4.58688621117023,4.00809562079698
AC025259.3,chr12,915,2.00013388427381,0.208635888692763,1.5444649009469,0.141687972782837,0.999990905452192,-4.58705014807653,4.00037122325242
CCDC159,chr19,4064,-1.99973140168787,2.01534133392171,-1.82552249925294,0.086320003764148,0.999990905452192,-4.57847549106194,0.250046548873746
AL109918.1,chr6,3821,1.99455814312287,0.195357272768221,1.62378880916419,0.123619597599822,0.999990905452192,-4.58572265260939,3.98494038933424
SCGB1A1,chr11,582,1.99368112850938,3.98419993504315,1.78317341459612,0.0932083961159319,0.999990905452192,-4.57386135959325,3.98251867940164
AC103702.1,chr17,2630,-1.99363018903556,-0.00872299219363258,-1.33664220366233,0.19971769111943,0.999990905452192,-4.59050505851038,0.251106244485027
PLP2,chrX,1279,-1.99004998279856,0.851498238959616,-1.5016870606904,0.1523217664407,0.999990905452192,-4.58710680515545,0.25173016606177
LUM,chr12,3008,-1.98913046090361,3.03056637629939,-1.16533450587294,0.26067205400804,0.999990905452192,-4.59186277497432,0.251890660950983
SSR4,chrX,4590,-1.987563397155,1.0426150420295,-1.49865124595919,0.1531010560805,0.999990905452192,-4.5869561980216,0.25216441470223
S100A14,chr1,1277,-1.98455140586854,0.524700994299393,-1.59766170453195,0.129341333799874,0.999990905452192,-4.58575356195134,0.25269142172201
MMP13,chr11,2834,-1.98444286661476,1.5454538717838,-1.11748104806709,0.280006808109983,0.999990905452192,-4.59332388531585,0.252710433342147
GSTA1,chr6,1019,1.98386220963639,1.89228190135755,1.99110939229435,0.0635217244580648,0.999990905452192,-4.5749485196457,3.95550586106477
GIPC3,chr19,4348,-1.98084208308089,0.522106489905147,-1.96235885265489,0.0670432991803464,0.999990905452192,-4.57900274966748,0.253341954248139
FLJ46906,chr6,1220,-1.97123308354937,0.0111091766099403,-1.91787377158994,0.072839000476697,0.999990905452192,-4.58074937639244,0.255034957728362
AL592528.1,chr21,3466,-1.97066122028803,-0.00986472027972122,-1.81261724923609,0.0883699882992464,0.999990905452192,-4.58265551930305,0.25513606990232
AUP1,chr2,2634,-1.97004591531749,0.8965684399259,-1.4905956979889,0.155184992932977,0.999990905452192,-4.58725647196761,0.255244907854492
SOWAHB,chr4,3220,-1.96807270177278,-0.864967979094074,-2.26652700689985,0.0373775219645707,0.999990905452192,-4.57633667323134,0.255594252159423
KLK7,chr19,2434,-1.96734173982056,3.74757493856953,-1.71801219906458,0.1047489455872,0.999990905452192,-4.5764404652489,0.255723785433046
RAB25,chr1,1699,-1.96601729230575,2.82878546169265,-2.11457284051377,0.0502261429398962,0.999990905452192,-4.56861098226646,0.255958657139343
MTND2P5,chr7,1006,1.96511619279535,0.41665521486395,2.57026949738571,0.0203416934794805,0.999990905452192,-4.56759713126784,3.90444148911713
AL691432.2,chr1,2038,-1.96025405162392,1.05096333130133,-1.39457422731106,0.181881205380901,0.999990905452192,-4.58884891871841,0.256983199179988
AL672277.1,chrX,1176,1.95597589335801,0.309095258703101,1.6107104184391,0.12645615976764,0.999990905452192,-4.58580478948367,3.87978281178482
MAFB,chr20,3393,-1.95316196529334,1.10300167983244,-1.67402778441795,0.113223531995765,0.999990905452192,-4.58355596196407,0.258249602698792
CCDC74BP1,chr22,1123,-1.95241717242302,-0.403327547848686,-1.63602278109232,0.121015527391076,0.999990905452192,-4.5860913010472,0.258382958754263
CREB3L4,chr1,2904,1.95166362393078,1.5032776293524,1.77717499568204,0.0942221421364163,0.999990905452192,-4.58070090151238,3.86820331027751
REX1BD,chr19,3370,-1.94254727544311,0.280360080380926,-1.96879197909054,0.0662403915452495,0.999990905452192,-4.5793404878226,0.260156692228388
KRT17,chr17,3130,-1.93963983799295,3.00847992827551,-1.18459708894728,0.253180473261426,0.999990905452192,-4.59150414924342,0.260681509996245
MIR3654,chr7,56,-1.93553855137164,0.28428116307809,-1.28153862574147,0.217954547151291,0.999990905452192,-4.59119120609757,0.261423628502469
COL4A2-AS1,chr13,540,-1.93169722930073,0.627795515788292,-1.70794643118821,0.106638252030975,0.999990905452192,-4.58361042458256,0.262120622961838
PPP1R14B,chr11,1655,-1.93132707908011,-0.310354556099823,-1.64770737194216,0.118572360902878,0.999990905452192,-4.58580865833908,0.262187883506435
LINC02342,chr13,461,1.93117361687773,0.58977059735709,1.81813597755401,0.0874881471074982,0.999990905452192,-4.58162741152603,3.81365309636761
AC073263.1,chr2,1264,-1.9310466553874,0.513707282619296,-1.38429277150826,0.184949101676667,0.999990905452192,-4.58943002712133,0.262238851201227
AC005722.3,chr17,446,-1.92753421206628,-0.112953327836677,-1.22833906218499,0.236779567500235,0.999990905452192,-4.59212987457582,0.262878086284363
CD151,chr11,3938,-1.92626944553061,1.10635031199208,-1.93716261640417,0.0702729530017394,0.999990905452192,-4.57827535042791,0.26310864449446
PIFO,chr1,4261,1.92591837843245,1.57504287383864,1.80775274588663,0.0891537776788443,0.999990905452192,-4.57987203775446,3.79978654960853
CD177,chr19,2501,-1.92531839922863,0.757558662891761,-1.75705984560561,0.0976925036560887,0.999990905452192,-4.58248721952733,0.263282146857466
JMJD8,chr16,2627,-1.92463425520982,0.483345578511548,-1.5210768776404,0.147422013334652,0.999990905452192,-4.58714445456788,0.263407028149731
CSTB,chr21,3935,-1.92383712646931,2.23455599000554,-1.67862604921426,0.112310710669759,0.999990905452192,-4.58140769500425,0.263552608001491
IFITM2,chr11,1543,-1.92067481051938,2.70057852555438,-1.8553367457897,0.0817439457212106,0.999990905452192,-4.57582695584415,0.264130935843411
CD63,chr12,2633,-1.9201141681145,1.6868833572695,-1.82883917571654,0.0857999828757357,0.999990905452192,-4.57923602386786,0.264233599106056
TNFRSF12A,chr16,1848,-1.91823234965968,-0.286542428979272,-1.69018878447384,0.110043344148153,0.999990905452192,-4.58509298460935,0.264578484257911
AL359238.1,chr14,744,-1.91728587394761,0.411856496004638,-1.66900482641202,0.11422795914639,0.999990905452192,-4.5846259999574,0.264752117120606
PTRHD1,chr2,1917,-1.91605880949322,-0.478962955952268,-1.73512708843223,0.101603239401672,0.999990905452192,-4.58456592262144,0.26497739418754
MMP1,chr11,1970,-1.91529236782634,0.942233780121103,-1.30638879192552,0.209573772859266,0.999990905452192,-4.59043278828186,0.26511820265079
AF201337.1,chr8,748,-1.91521784646157,0.0579493779465416,-1.67560320446262,0.112910071139706,0.999990905452192,-4.58492255376565,0.265131897492736
AC008760.2,chr19,1357,1.91455657757906,0.759436897839901,1.56664175480434,0.136425120847862,0.999990905452192,-4.586048567811,3.76997923607156
CTSB,chr8,7428,-1.91337426002138,2.63859535199642,-1.72653118247763,0.103172737382532,0.999990905452192,-4.57924702518005,0.265470919946725
AC116609.2,chr2,256,1.91261803775682,-0.396187385433315,1.94274628239329,0.0695454262034949,0.999990905452192,-4.58112491725136,3.76491694165545
AL358612.1,chr10,481,1.90878745623393,-0.48518458667386,2.02178429168528,0.0599494445340575,0.999990905452192,-4.57993443044337,3.75493375622852
FAM50A,chrX,2567,-1.9081198514846,2.00619671509883,-1.84790597300933,0.0828638877215116,0.999990905452192,-4.57799919767564,0.266439548707013
TRIM28,chr19,4034,-1.906688481848,3.03044250244127,-1.84793106288881,0.0828600834882876,0.999990905452192,-4.57488837744,0.266704027839189
CHPT1,chr12,6004,1.90424613887343,5.16349536798126,1.87648207344909,0.0786301402677739,0.999990905452192,-4.56688155089214,3.74313255444122
TGFBI,chr5,7810,-1.90359808471499,3.95188820658943,-2.47251769713825,0.0247977920134891,0.999990905452192,-4.55146098741583,0.26727594688833
EFNB1,chrX,3314,-1.90272019031122,2.08660888225964,-2.56448726251257,0.0205825481933327,0.999990905452192,-4.56053828194584,0.267438636477107
SPARC,chr5,4831,-1.90186406602197,5.22883537328908,-1.98037842752426,0.0648161273492697,0.999990905452192,-4.56210333613962,0.26759738704772
THBS1,chr15,9158,-1.90032391038339,4.40639337373689,-1.83252322215337,0.0852256089300715,0.999990905452192,-4.57074520027041,0.267883214393749
DSG3,chr18,5525,-1.89819751194183,3.86978422005853,-2.0749179216301,0.0541904073659567,0.999990905452192,-4.56501131530433,0.268278340479304
PSMB10,chr16,1853,-1.89797993927605,0.635809541200162,-1.99351075467144,0.0632352801234194,0.999990905452192,-4.57815443467259,0.268318802554562
CHST15,chr10,6554,-1.89773217811727,4.9888018033076,-2.09818109141774,0.0518314885923425,0.999990905452192,-4.55871388847397,0.268364886227319
PRELID1,chr5,1875,-1.89461098256985,1.44853099790154,-1.70045275089136,0.108063901805665,0.999990905452192,-4.58244985333834,0.268946108170156
